sample_id,overall,audio,video,transcript,synchronization,missing_value,corruption,confidence
293_visual,1.0,,,,1.0,1.0,1.0,1.0
294_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
294_visual,1.0,,,,1.0,1.0,1.0,1.0
295_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
295_visual,1.0,,,,1.0,1.0,1.0,1.0
296_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
296_visual,1.0,,,,1.0,1.0,1.0,1.0
297_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
297_visual,1.0,,,,1.0,1.0,1.0,1.0
298_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
298_visual,1.0,,,,1.0,1.0,1.0,1.0
299_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
299_visual,1.0,,,,1.0,1.0,1.0,1.0
3_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
3_visual,1.0,,,,1.0,1.0,1.0,1.0
30_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
30_visual,1.0,,,,1.0,1.0,1.0,1.0
300_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
300_visual,1.0,,,,1.0,1.0,1.0,1.0
301_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
301_visual,1.0,,,,1.0,1.0,1.0,1.0
302_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
302_visual,1.0,,,,1.0,1.0,1.0,1.0
303_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
303_visual,1.0,,,,1.0,1.0,1.0,1.0
304_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
304_visual,1.0,,,,1.0,1.0,1.0,1.0
305_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
305_visual,1.0,,,,1.0,1.0,1.0,1.0
306_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
306_visual,1.0,,,,1.0,1.0,1.0,1.0
307_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
307_visual,1.0,,,,1.0,1.0,1.0,1.0
308_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
308_visual,1.0,,,,1.0,1.0,1.0,1.0
309_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
309_visual,1.0,,,,1.0,1.0,1.0,1.0
31_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
31_visual,1.0,,,,1.0,1.0,1.0,1.0
310_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
310_visual,1.0,,,,1.0,1.0,1.0,1.0
311_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
311_visual,1.0,,,,1.0,1.0,1.0,1.0
312_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
312_visual,1.0,,,,1.0,1.0,1.0,1.0
313_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
313_visual,1.0,,,,1.0,1.0,1.0,1.0
314_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
314_visual,1.0,,,,1.0,1.0,1.0,1.0
315_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
315_visual,1.0,,,,1.0,1.0,1.0,1.0
316_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
316_visual,1.0,,,,1.0,1.0,1.0,1.0
317_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
317_visual,1.0,,,,1.0,1.0,1.0,1.0
318_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
318_visual,1.0,,,,1.0,1.0,1.0,1.0
319_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
319_visual,1.0,,,,1.0,1.0,1.0,1.0
32_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
32_visual,1.0,,,,1.0,1.0,1.0,1.0
320_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
320_visual,1.0,,,,1.0,1.0,1.0,1.0
321_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
321_visual,1.0,,,,1.0,1.0,1.0,1.0
322_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
322_visual,1.0,,,,1.0,1.0,1.0,1.0
323_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
323_visual,1.0,,,,1.0,1.0,1.0,1.0
324_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
324_visual,1.0,,,,1.0,1.0,1.0,1.0
325_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
325_visual,1.0,,,,1.0,1.0,1.0,1.0
326_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
326_visual,1.0,,,,1.0,1.0,1.0,1.0
327_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
327_visual,1.0,,,,1.0,1.0,1.0,1.0
328_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
328_visual,1.0,,,,1.0,1.0,1.0,1.0
329_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
329_visual,1.0,,,,1.0,1.0,1.0,1.0
33_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
33_visual,1.0,,,,1.0,1.0,1.0,1.0
330_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
330_visual,1.0,,,,1.0,1.0,1.0,1.0
331_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
331_visual,1.0,,,,1.0,1.0,1.0,1.0
332_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
332_visual,1.0,,,,1.0,1.0,1.0,1.0
333_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
333_visual,1.0,,,,1.0,1.0,1.0,1.0
334_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
334_visual,1.0,,,,1.0,1.0,1.0,1.0
335_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
335_visual,1.0,,,,1.0,1.0,1.0,1.0
336_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
336_visual,1.0,,,,1.0,1.0,1.0,1.0
337_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
337_visual,1.0,,,,1.0,1.0,1.0,1.0
338_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
338_visual,1.0,,,,1.0,1.0,1.0,1.0
339_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
339_visual,1.0,,,,1.0,1.0,1.0,1.0
34_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
34_visual,1.0,,,,1.0,1.0,1.0,1.0
340_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
340_visual,1.0,,,,1.0,1.0,1.0,1.0
341_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
341_visual,1.0,,,,1.0,1.0,1.0,1.0
342_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
342_visual,1.0,,,,1.0,1.0,1.0,1.0
343_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
343_visual,1.0,,,,1.0,1.0,1.0,1.0
344_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
344_visual,1.0,,,,1.0,1.0,1.0,1.0
345_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
345_visual,1.0,,,,1.0,1.0,1.0,1.0
346_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
346_visual,1.0,,,,1.0,1.0,1.0,1.0
347_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
347_visual,1.0,,,,1.0,1.0,1.0,1.0
348_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
348_visual,1.0,,,,1.0,1.0,1.0,1.0
349_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
349_visual,1.0,,,,1.0,1.0,1.0,1.0
35_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
35_visual,1.0,,,,1.0,1.0,1.0,1.0
350_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
350_visual,1.0,,,,1.0,1.0,1.0,1.0
351_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
351_visual,1.0,,,,1.0,1.0,1.0,1.0
352_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
352_visual,1.0,,,,1.0,1.0,1.0,1.0
353_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
353_visual,1.0,,,,1.0,1.0,1.0,1.0
354_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
354_visual,1.0,,,,1.0,1.0,1.0,1.0
355_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
355_visual,1.0,,,,1.0,1.0,1.0,1.0
356_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
356_visual,1.0,,,,1.0,1.0,1.0,1.0
357_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
357_visual,1.0,,,,1.0,1.0,1.0,1.0
358_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
358_visual,1.0,,,,1.0,1.0,1.0,1.0
359_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
359_visual,1.0,,,,1.0,1.0,1.0,1.0
36_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
36_visual,1.0,,,,1.0,1.0,1.0,1.0
360_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
360_visual,1.0,,,,1.0,1.0,1.0,1.0
361_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
361_visual,1.0,,,,1.0,1.0,1.0,1.0
362_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
362_visual,1.0,,,,1.0,1.0,1.0,1.0
363_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
363_visual,1.0,,,,1.0,1.0,1.0,1.0
364_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
364_visual,1.0,,,,1.0,1.0,1.0,1.0
365_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
365_visual,1.0,,,,1.0,1.0,1.0,1.0
366_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
366_visual,1.0,,,,1.0,1.0,1.0,1.0
367_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
367_visual,1.0,,,,1.0,1.0,1.0,1.0
368_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
368_visual,1.0,,,,1.0,1.0,1.0,1.0
369_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
369_visual,1.0,,,,1.0,1.0,1.0,1.0
37_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
37_visual,1.0,,,,1.0,1.0,1.0,1.0
370_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
370_visual,1.0,,,,1.0,1.0,1.0,1.0
371_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
371_visual,1.0,,,,1.0,1.0,1.0,1.0
372_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
372_visual,1.0,,,,1.0,1.0,1.0,1.0
373_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
373_visual,1.0,,,,1.0,1.0,1.0,1.0
374_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
374_visual,1.0,,,,1.0,1.0,1.0,1.0
375_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
375_visual,1.0,,,,1.0,1.0,1.0,1.0
376_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
376_visual,1.0,,,,1.0,1.0,1.0,1.0
377_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
377_visual,1.0,,,,1.0,1.0,1.0,1.0
378_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
378_visual,1.0,,,,1.0,1.0,1.0,1.0
379_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
379_visual,1.0,,,,1.0,1.0,1.0,1.0
38_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
38_visual,1.0,,,,1.0,1.0,1.0,1.0
380_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
380_visual,1.0,,,,1.0,1.0,1.0,1.0
381_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
381_visual,1.0,,,,1.0,1.0,1.0,1.0
382_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
382_visual,1.0,,,,1.0,1.0,1.0,1.0
383_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
383_visual,1.0,,,,1.0,1.0,1.0,1.0
384_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
384_visual,1.0,,,,1.0,1.0,1.0,1.0
385_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
385_visual,1.0,,,,1.0,1.0,1.0,1.0
386_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
386_visual,1.0,,,,1.0,1.0,1.0,1.0
387_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
387_visual,1.0,,,,1.0,1.0,1.0,1.0
388_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
388_visual,1.0,,,,1.0,1.0,1.0,1.0
389_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
389_visual,1.0,,,,1.0,1.0,1.0,1.0
39_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
39_visual,1.0,,,,1.0,1.0,1.0,1.0
390_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
390_visual,1.0,,,,1.0,1.0,1.0,1.0
391_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
391_visual,1.0,,,,1.0,1.0,1.0,1.0
392_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
392_visual,1.0,,,,1.0,1.0,1.0,1.0
393_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
393_visual,1.0,,,,1.0,1.0,1.0,1.0
394_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
394_visual,1.0,,,,1.0,1.0,1.0,1.0
395_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
395_visual,1.0,,,,1.0,1.0,1.0,1.0
396_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
396_visual,1.0,,,,1.0,1.0,1.0,1.0
397_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
397_visual,1.0,,,,1.0,1.0,1.0,1.0
398_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
398_visual,1.0,,,,1.0,1.0,1.0,1.0
399_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
399_visual,1.0,,,,1.0,1.0,1.0,1.0
4_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
4_visual,1.0,,,,1.0,1.0,1.0,1.0
40_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
40_visual,1.0,,,,1.0,1.0,1.0,1.0
400_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
400_visual,1.0,,,,1.0,1.0,1.0,1.0
401_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
401_visual,1.0,,,,1.0,1.0,1.0,1.0
402_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
402_visual,1.0,,,,1.0,1.0,1.0,1.0
403_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
403_visual,1.0,,,,1.0,1.0,1.0,1.0
404_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
404_visual,1.0,,,,1.0,1.0,1.0,1.0
405_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
405_visual,1.0,,,,1.0,1.0,1.0,1.0
406_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
406_visual,1.0,,,,1.0,1.0,1.0,1.0
407_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
407_visual,1.0,,,,1.0,1.0,1.0,1.0
408_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
408_visual,1.0,,,,1.0,1.0,1.0,1.0
409_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
409_visual,1.0,,,,1.0,1.0,1.0,1.0
41_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
41_visual,1.0,,,,1.0,1.0,1.0,1.0
410_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
410_visual,1.0,,,,1.0,1.0,1.0,1.0
411_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
411_visual,1.0,,,,1.0,1.0,1.0,1.0
412_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
412_visual,1.0,,,,1.0,1.0,1.0,1.0
413_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
413_visual,1.0,,,,1.0,1.0,1.0,1.0
414_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
414_visual,1.0,,,,1.0,1.0,1.0,1.0
415_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
415_visual,1.0,,,,1.0,1.0,1.0,1.0
416_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
416_visual,1.0,,,,1.0,1.0,1.0,1.0
417_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
417_visual,1.0,,,,1.0,1.0,1.0,1.0
418_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
418_visual,1.0,,,,1.0,1.0,1.0,1.0
419_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
419_visual,1.0,,,,1.0,1.0,1.0,1.0
42_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
42_visual,1.0,,,,1.0,1.0,1.0,1.0
420_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
420_visual,1.0,,,,1.0,1.0,1.0,1.0
421_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
421_visual,1.0,,,,1.0,1.0,1.0,1.0
422_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
422_visual,1.0,,,,1.0,1.0,1.0,1.0
423_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
423_visual,1.0,,,,1.0,1.0,1.0,1.0
424_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
424_visual,1.0,,,,1.0,1.0,1.0,1.0
425_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
425_visual,1.0,,,,1.0,1.0,1.0,1.0
426_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
426_visual,1.0,,,,1.0,1.0,1.0,1.0
427_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
427_visual,1.0,,,,1.0,1.0,1.0,1.0
428_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
428_visual,1.0,,,,1.0,1.0,1.0,1.0
429_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
429_visual,1.0,,,,1.0,1.0,1.0,1.0
43_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
43_visual,1.0,,,,1.0,1.0,1.0,1.0
430_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
430_visual,1.0,,,,1.0,1.0,1.0,1.0
431_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
431_visual,1.0,,,,1.0,1.0,1.0,1.0
432_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
432_visual,1.0,,,,1.0,1.0,1.0,1.0
433_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
433_visual,1.0,,,,1.0,1.0,1.0,1.0
434_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
434_visual,1.0,,,,1.0,1.0,1.0,1.0
435_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
435_visual,1.0,,,,1.0,1.0,1.0,1.0
436_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
436_visual,1.0,,,,1.0,1.0,1.0,1.0
437_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
437_visual,1.0,,,,1.0,1.0,1.0,1.0
438_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
438_visual,1.0,,,,1.0,1.0,1.0,1.0
439_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
439_visual,1.0,,,,1.0,1.0,1.0,1.0
44_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
44_visual,1.0,,,,1.0,1.0,1.0,1.0
440_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
440_visual,1.0,,,,1.0,1.0,1.0,1.0
441_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
441_visual,1.0,,,,1.0,1.0,1.0,1.0
442_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
442_visual,1.0,,,,1.0,1.0,1.0,1.0
443_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
443_visual,1.0,,,,1.0,1.0,1.0,1.0
444_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
444_visual,1.0,,,,1.0,1.0,1.0,1.0
445_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
445_visual,1.0,,,,1.0,1.0,1.0,1.0
446_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
446_visual,1.0,,,,1.0,1.0,1.0,1.0
447_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
447_visual,1.0,,,,1.0,1.0,1.0,1.0
448_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
448_visual,1.0,,,,1.0,1.0,1.0,1.0
449_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
449_visual,1.0,,,,1.0,1.0,1.0,1.0
45_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
45_visual,1.0,,,,1.0,1.0,1.0,1.0
450_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
450_visual,1.0,,,,1.0,1.0,1.0,1.0
451_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
451_visual,1.0,,,,1.0,1.0,1.0,1.0
452_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
452_visual,1.0,,,,1.0,1.0,1.0,1.0
453_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
453_visual,1.0,,,,1.0,1.0,1.0,1.0
454_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
454_visual,1.0,,,,1.0,1.0,1.0,1.0
455_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
455_visual,1.0,,,,1.0,1.0,1.0,1.0
456_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
456_visual,1.0,,,,1.0,1.0,1.0,1.0
457_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
457_visual,1.0,,,,1.0,1.0,1.0,1.0
458_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
458_visual,1.0,,,,1.0,1.0,1.0,1.0
459_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
459_visual,1.0,,,,1.0,1.0,1.0,1.0
46_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
46_visual,1.0,,,,1.0,1.0,1.0,1.0
460_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
460_visual,1.0,,,,1.0,1.0,1.0,1.0
461_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
461_visual,1.0,,,,1.0,1.0,1.0,1.0
462_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
462_visual,1.0,,,,1.0,1.0,1.0,1.0
463_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
463_visual,1.0,,,,1.0,1.0,1.0,1.0
464_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
464_visual,1.0,,,,1.0,1.0,1.0,1.0
465_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
465_visual,1.0,,,,1.0,1.0,1.0,1.0
466_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
466_visual,1.0,,,,1.0,1.0,1.0,1.0
467_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
467_visual,1.0,,,,1.0,1.0,1.0,1.0
468_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
468_visual,1.0,,,,1.0,1.0,1.0,1.0
469_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
469_visual,1.0,,,,1.0,1.0,1.0,1.0
47_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
47_visual,1.0,,,,1.0,1.0,1.0,1.0
470_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
470_visual,1.0,,,,1.0,1.0,1.0,1.0
471_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
471_visual,1.0,,,,1.0,1.0,1.0,1.0
472_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
472_visual,1.0,,,,1.0,1.0,1.0,1.0
473_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
473_visual,1.0,,,,1.0,1.0,1.0,1.0
474_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
474_visual,1.0,,,,1.0,1.0,1.0,1.0
475_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
475_visual,1.0,,,,1.0,1.0,1.0,1.0
476_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
476_visual,1.0,,,,1.0,1.0,1.0,1.0
477_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
477_visual,1.0,,,,1.0,1.0,1.0,1.0
478_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
478_visual,1.0,,,,1.0,1.0,1.0,1.0
479_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
479_visual,1.0,,,,1.0,1.0,1.0,1.0
48_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
48_visual,1.0,,,,1.0,1.0,1.0,1.0
480_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
480_visual,1.0,,,,1.0,1.0,1.0,1.0
481_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
481_visual,1.0,,,,1.0,1.0,1.0,1.0
482_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
482_visual,1.0,,,,1.0,1.0,1.0,1.0
483_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
483_visual,1.0,,,,1.0,1.0,1.0,1.0
484_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
484_visual,1.0,,,,1.0,1.0,1.0,1.0
485_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
485_visual,1.0,,,,1.0,1.0,1.0,1.0
486_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
486_visual,1.0,,,,1.0,1.0,1.0,1.0
487_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
487_visual,1.0,,,,1.0,1.0,1.0,1.0
488_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
488_visual,1.0,,,,1.0,1.0,1.0,1.0
489_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
489_visual,1.0,,,,1.0,1.0,1.0,1.0
49_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
49_visual,1.0,,,,1.0,1.0,1.0,1.0
490_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
490_visual,1.0,,,,1.0,1.0,1.0,1.0
491_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
491_visual,1.0,,,,1.0,1.0,1.0,1.0
492_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
492_visual,1.0,,,,1.0,1.0,1.0,1.0
493_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
493_visual,1.0,,,,1.0,1.0,1.0,1.0
494_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
494_visual,1.0,,,,1.0,1.0,1.0,1.0
495_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
495_visual,1.0,,,,1.0,1.0,1.0,1.0
496_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
496_visual,1.0,,,,1.0,1.0,1.0,1.0
497_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
497_visual,1.0,,,,1.0,1.0,1.0,1.0
498_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
498_visual,1.0,,,,1.0,1.0,1.0,1.0
499_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
499_visual,1.0,,,,1.0,1.0,1.0,1.0
5_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
5_visual,1.0,,,,1.0,1.0,1.0,1.0
50_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
50_visual,1.0,,,,1.0,1.0,1.0,1.0
500_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
500_visual,1.0,,,,1.0,1.0,1.0,1.0
501_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
501_visual,1.0,,,,1.0,1.0,1.0,1.0
502_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
502_visual,1.0,,,,1.0,1.0,1.0,1.0
503_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
503_visual,1.0,,,,1.0,1.0,1.0,1.0
504_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
504_visual,1.0,,,,1.0,1.0,1.0,1.0
505_audio,1.0,1.0,,,1.0,1.0,1.0,1.0
505_visual,1.0,,,,1.0,1.0,1.0,1.0
